Company,Sector,Stage,Amount($),Location,funding_year,Investor
ECOSTP,Sanitation solutions,Unknown,19000000.0,Bengaluru,2020,Terwilliger Centre
Coralogix,SaaS ,Series B,25000000.0,San Francisco,2020,"2B Angels, Janvest Capital Partners"
Equiwatt,Tech ,Unknown,300000.0,Newcastle Upon Tyne,2020,Rising Stars
Reliance Retail Ventures,E-commerce,Unknown,800000000.0,Mumbai,2020,"General Atlantic, Kohlberg Kravis Roberts"
Zhangmen,EdTech,Unknown,400000000.0,Shanghai,2020,"CICC Alpha, VMS Asset Management"
AgroWave,AgriTech,Unknown,500000.0,Gurgaon,2020,Sekhar Puli
Sapio Analytics,Tech ,Unknown,150000.0,Mumbai,2020,Unknown
Taimei,HealthCare,Unknown,176000000.0,Jiaxing,2020,"Cowin Venture, ZSVC"
Avanse Financial Services,FinTech,Unknown,15000000.0,Mumbai,2020,International Finance Corporation
Industry Buying,E-commerce,Unknown,15000000.0,New Delhi,2020,"BlackSoil, BEENEXT"
Hopscotch,E-commerce,Unknown,25000000.0,Mumbai,2020,"Marc Lore, Rise Capital"
Pristyn Care,HealthCare,Unknown,11000000.0,Gurgaon,2020,"Sequoia Capital India, Hummingbird Ventures"
WoodenStreet,Home Design,Unknown,1000000.0,Rajastan,2020,"IAN Fund, Rajasthan Venture Capital Fund"
ACKO,InsureTech,Unknown,60000000.0,Mumbai,2020,"RPS Ventures, Intact Ventures"
Farmers Fresh Zone,AgriTech,Unknown,470000.0,Kochi,2020,"Artha India Ventures, Nagaraja Prakasam"
Invento,AI ,Unknown,0.0,Bengaluru,2020,"Chiripal Group, Ratish Kumar Nair"
Infurnia,Tech ,Unknown,240000.0,Bengaluru,2020,"Pallav Nadhani, Idein Ventures"
AnalytIQSports's SuperCric,Entertainment,Unknown,0.0,Bengaluru,2020,Unknown
Snowflake,Tech ,Unknown,3000000000.0,California,2020,"Salesforce Ventures, Dragoneer Investment Group"
GenieTalk,Tech ,Unknown,750000.0,Indore,2020,Unknown
Classplus,EdTech,Unknown,10000000.0,Noida,2020,"Spiral Ventures, Surge"
Mobile Premier League,Entertainment,Unknown,74000000.0,Bengaluru,2020,"Sequoia Capital India, Times Internet"
Fourth Partner Energy,Solar solution,Unknown,16000000.0,Hyderabad,2020,"responsAbility, Grameen Impact India (GIII)"
Flipkart,E-commerce,Unknown,62000000.0,Bengaluru,2020,"Tencent Holdings, Walmart"
Vivriti Capital,FinTech,Unknown,1000000.0,Chennai,2020,"Aspada, Creation Investments Capital Management, LLC"
InsuranceDekho,FinTech,Unknown,20000000.0,Ludhiana,2020,GirnarSoft
BestDoc,HealthCare,Unknown,2100000.0,Kochi,2020,Unknown
Byju's,EdTech,Unknown,500000000.0,Bengaluru,2020,"Owl Ventures, Tiger Global Management"
Melorra,Jewellery ,Unknown,12500000.0,Bengaluru,2020,"Jamshed Jeejeebhoy, Symphony International Holdings"
Reliance,Multinational conglomerate ,Unknown,2200000000.0,Mumbai,2020,"Facebook, Google, KKR, Silver Lake"
Inflexor Ventures,FinTech,Unknown,10000000.0,Mumbai,2020,Unknown
Pandorum,DeepTech ,Unknown,5060000.0,Bengaluru,2020,"021 Capital, Karnataka Information Technology Venture Capital Fund"
SpeakIn,Social Network,Unknown,0.0,Noida,2020,Homage Ventures.
LetsUp,Publication,Unknown,0.0,Mumbai,2020,Unknown
Newsreach,Publication,Unknown,0.0,Gujarat,2020,Mumbai Angels
Dream11,Entertainment,Unknown,225000000.0,Mumbai,2020,"Steadview Capital, Tencent Holdings"
SignalX,SaaS ,Unknown,750000.0,Hyderabad,2020,Unknown
JetSynthesys,Technology,Unknown,40000000.0,Mumbai,2020,"Adar C. Poonawalla, Kris Gopalakrishnan"
Vesta Space Technology,Tech ,Unknown,10000000.0,Pune,2020,Unknown
Dozee,HealthTech,Unknown,1600000.0,Bengaluru,2020,Unknown
Rebel Foods,Food,Unknown,50000000.0,Pune,2020,Coatue Management
Nykaa,Fashion,Unknown,24700000.0,Mumbai,2020,Steadview Capital
Ketto,Finance,Unknown,7700000.0,Mumbai,2020,"Mumbai Angels, Redcliffe Capital"
Suryoday,Finance,Unknown,800000.0,Mumbai,2020,"Gaja Capital, Kotak Life, Lok Capital"
SucSEED,Finance,Unknown,1300000.0,Hyderabad,2020,"DR. Moti Vyas, Udit Goyal"
Unacademy,EdTech,Unknown,150000000.0,Bengaluru,2020,"Nexus Venture Partners, Sequoia Capital"
Strata,Real Estate,Unknown,19067328.0,Bengaluru,2020,"Propstack, SAIF Partners"
3one4 Capital,Venture capital,Unknown,100000000.0,Bengaluru,2020,Unknown
WE-Hub,Entreprenurship,Unknown,0.0,Hyderabad,2020,Unknown
Zomato,Food devlivery,Unknown,62000000.0,Haryana,2020,"MacRitchie Investments, Baillie Gifford"
Vicara,Tech ,Unknown,0.0,Bengaluru,2020,Unknown
Gaana,Entertainment,Unknown,51000000.0,Gurgaon,2020,"Tencent Holdings, Times Internet"
EM3 Agri,AgriTech,Unknown,1000000.0,Noida,2020,"Global Innovation Fund, Soros Economic Development Fund"
Plum,Cosmetics,Unknown,115000.0,Thane,2020,"Ronald Conway, Bay Partners"
Odwen,Warehouse,Unknown,54000.0,Noida,2020,Prospect Partners.
Fasal,AgriTech,Unknown,20000.0,Bengaluru,2020,"Omnivore, Zeroth.AI"
Trukky,Logistics,Unknown,0.0,Ahmedabad,2020,Mumbai Angels.
BankBazaar,Online financial service,Unknown,9000000.0,Chennai,2020,"Ramesh Srinivasan, Amazon"
Specsmakers,Eyeglasses,Unknown,3000000.0,Chennai,2020,Eight Roads Ventures
Grinntech,Battery design,Unknown,2000000.0,Dehradun,2020,"Ashok Leyland, V Lakshmi Narayanan"
CreditMantri,Online credit management ,Unknown,803146.0,Chennai,2020,"Ranjit Punja, R Sudarshan, Gowri Mukherjee"
Chai Waale,Beverage,Unknown,238000.0,Chennai,2020,"Gunavanth Vaid, Bharat Kumar Sohanraj"
Deepsync,Tech ,Unknown,300000.0,Bengaluru,2020,Venkat Raju
ConnectedH,HealthCare,Unknown,0.0,Gurgaon,2020,Unknown
Reliance Retail,E-commerce,Unknown,10220000.0,Mumbai,2020,Silver Lake Partners
QShala,EdTech,Unknown,300000.0,Bengaluru,2020,Unknown
Pitstop,Car Service,Unknown,1020000.0,Bengaluru,2020,"Clairvest Group, Ontario Centres of Excellence"
Zomato,Food devlivery,Unknown,100000000.0,Haryana,2020,"MacRitchie Investments, Baillie Gifford"
Customfit ai,SaaS ,Unknown,0.0,Bengaluru,2020,Unknown
Nirmata,Technology,Unknown,0.0,San Franciscao,2020,"Damien Toledo, Jim Bugwadia, Ritesh Patel"
Hire Me Car,TravelTech,Seed,0.0,Noida,2020,US based NRI Investors
Oga Fit,Fitness ,Pre-series A,0.0,Bengaluru,2020,"Inflection Point Ventures, Mitesh Shah"
ShipsKart,E-commerce,Pre-series A,200000.0,New Delhi,2020,Betatron
SquadStack,Tech ,Series A,5000000.0,San Francisco,2020,"Chiratae Ventures, Blume Ventures"
Financepeer,EdTech,Pre-series A,3000000.0,Mumbai,2020,"Ravi Sanghvi, PitchRight Venture"
Cashify,E-commerce,Debt Financing,10000000.0,Gurgaon,2020,"Bessemer Venture Partners, CDH Investments"
Etrio,EV ,Series A,3000000.0,Hyderabad,2020,HNIs
Codeyoung,EdTech,Seed,0.0,Bengaluru,2020,Guild Capital
StayQrious,EdTech,Seed,2000000.0,Bengaluru,2020,Y Combinator
Sunstone Eduversity,EdTech,Series A,3000000.0,Gurgaon,2020,Prime Venture Partners
Infilect,SaaS ,Pre-series A,1500000.0,Bengaluru,2020,"Mela Ventures, 1Crowd"
MobiGarage,E-commerce,Pre-series A,0.0,New Delhi,2020,Unknown
Samunnati,Agriculture,Debt Financing,20000000.0,Chennai,2020,"responsAbility, Accel"
WeInnovate Biosolutions, laboratory,Seed,0.0,Pune,2020,Chiratae ventures
Yummy Corp,Food ,Series B,12000000.0,Tangerang,2020,"Palm Drive Capital, Amatil X Ventures"
Smallcase,FinTech,Series B,13400000.0,Bengaluru,2020,"Sequoia Capital India, Blume Ventures"
Clairvolex,Tech ,Debt Financing,2000000.0,California,2020,"JF Mauritius SPV, IndusAge Partners"
Assiduus,E-commerce,Series A,1000000.0,Bengaluru,2020,VC Firm K Partners
Brinton,HealthTech,Debt Financing,1300000.0,California,2020,"India Alternatives Private Equity Fund, Tata Capital"
AFK Gaming,Entertainment,Pre-series A,200000.0,Mumbai,2020,Unknown
Infarm,AgriTech,Series C,170000000.0,Berlin,2020,"Bonnier Ventures, Hanaco Venture Capital"
Zuper,SaaS ,Seed,1100000.0,Seattle,2020,"Gemba Capital, Gunderson Dettmer"
mCaffeine,Personal care ,Series B,2900000.0,Mumbai,2020,"RPSG Ventures, Amicus Capital"
Origa,FinTech,Debt Financing,2000000.0,Andheri,2020,"500 Startups, ah Ventures"
GullyBuy Software,Tech ,Pre-series A,543000.0,Pune,2020,Unknown
Recordent,FinTech,Seed,0.0,Hyderabad,2020,Unknown
MPL,Entertainment,Series C,90000000.0,Bengaluru,2020,"Base Partners, GO Ventures"
Penny,SaaS ,Seed,1300000.0,Riyadh,2020,Unknown
Onsitego,Customer service ,Series B,30000000.0,Mumbai,2020,"Accel, Zodius Capital"
Precily,SaaS  ,Seed,0.0,California,2020,"Windrose Capital, Anil Advani"
SmartClean,Tech ,Pre- series A,3400000.0,Singapore,2020,"Seeds Capital, AIM Smart City"
ClanConnect,Marketing ,Seed,600000.0,New Delhi,2020,Unknown
Servify,Service industry,Series C,23000000.0,Mumbai,2020,"Blume Ventures, Tetrao"
ShareChat,Social media,Pre-series C,40000000.0,Bengaluru,2020,"Lightspeed venture partners, saif partners"
Rephrase AI,AI,Seed,1500000.0,Bengaluru,2020,"Techstars Bangalore Accelerator, Techstars"
Melorra,Jewellery,Debt Financing,8090000.0,Bengaluru,2020,"Shadows Holdings, Lightbox"
FabHotels,Hospitality,Series B,1030000.0,Gurgaon,2020,"RB Investments Pte. Ltd, Goldman Sachs"
EkAnek,Tech ,Edge,5040000.0,New Delhi,2020,"Lightspeed India Partners, Sequoia Capital India"
Cub McPaws,AR ,Pre-series A,800000.0,Mumbai,2020,Venture Catalysts
Zimyo,HR Tech ,Seed,1500000.0,Gurgaon,2020,"Abhishant Pant, Chiranth Patil"
PumPumPum,Automotive ,Debt Financing,360000.0,Gurgaon,2020,Unknown
Burgerama,Food ,Pre-series A,0.0,Gurgaon,2020,"Madison, Anicut"
Moms Co,HealthCare,Series B,8000000.0,Gurgaon,2020,"DSG Consumer Partners, Saama Capital"
DillyHub,Publication,Seed,1400000.0,Seoul,2020,"Kakao Ventures, Shinhan Capital"
FPL Technologies,FinTech,Series A,10000000.0,Pune,2020,"Matrix Partners India, Hummingbird Ventures"
FITTR,Fitness ,Pre-series A,2000000.0,Pune,2020,Surge
Illumnus,EdTech ,Seed,100000.0,Pune,2020,23 High Networth Individuals (HNIs).
CashKaro,E-commerce,Series B,10000000.0,Gurgaon,2020,"Ratan Tata, Kalaari Capital"
Newton School,EdTech ,Seed,650000.0,Bengaluru,2020,Nexus Venture Partners
Airmeet,Tech ,Series A,12000000.0,Bengaluru,2020,"Global Founders Capital, Redpoint"
Observe AI,Technology,Series B,54000000.0,San Francisco,2020,"01 Advisors, Steadview Capital"
InCred,Finance,Debt Financing,5000000.0,Mumbai,2020,"Pushpak Credit, Fiscal"
Toppr,EdTech,Series D,35000000.0,Mumbai,2020,"Kaizenvest, Foundation Holdings"
CarTrade,Car Trade,Series H,42500000.0,Mumbai,2020,"Pincus, JP Morgan, Temasek, March Capital"
LEAD School,EdTech,Series C,28000000.0,Mumbai,2020,"Westbridge Capital, Elevar Equity"
Servify,Manufacturing,Series C,11370000.0,Mumbai,2020,"Blume Ventures, Tetrao"
Lido Learning,EdTech,Series B,7500000.0,Mumbai,2020,"BAce Capital, Madhur Deora"
Apna,Job portal,Series A,8000000.0,Bengaluru,2020,"Lightspeed India, Sequoia Capital India"
Quintype Technologies,Technology,Series A,325000.0,Bengaluru,2020,"IIFL Asset Management, Raghav Bahl"
Dunzo,Technology,Series E,28000000.0,Bengaluru,2020,"Wes Schwalje, Alteria Capital"
Entropik,AI Platform,Series A,8000000.0,Bengaluru,2020,"IDFC-Parampara Fund, Bharat Innovation Fund"
Livspace,Home Design,Series D,9000000.0,Bengaluru,2020,"Mercer Investments, Nicholas Cator"
Ultraviolette Automotive,Automation,Series B,410000.0,Bengaluru,2020,TVS Motor Company
WinZO,Gaming,Series B,18000000.0,New Delhi,2020,"Makers Fund, Courtside Ventures"
SenseHawk,Solar SaaS,Series A,5000000.0,Bengaluru,2020,"Falcon Edge Capital, SAIF Partners"
Railofy,"WL , RAC protection",Seed,900000.0,Mumbai,2020,Chiratae Ventures.
Eloelo,Social e-commerce,Seed,450000.0,Bengaluru,2020,Unknown
Aibono,AgriTech,Pre-series A,2000000.0,Bengaluru,2020,"Menterra Venture Advisors, Rianta Capital"
BuildPan,SaaS ,Seed,500000.0,Indore,2020,"Sunil Kumar Singhvi, Yusho Kawata"
Homelane,Home interior services,Bridge,8000000.0,Bengaluru,2020,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures"
MyGlamm,Fashion,Series B,1000000.0,Mumbai,2020,Bessemer Venture Partners
Aviom,Finance,Debt Financing,682000.0,New Delhi,2020,"Insitor Partners, C4D Partners"
Flinto,EdTech ,Pre-Series B,7000000.0,Chennai,2020,"Sinai Ventures, Y Combinator"
WayCool,AgriTech ,Series C,5060000.0,Chennai,2020,"FMO, IndusInd Bank"
YAP,API ,Series A,4050000.0,Chennai,2020,"Jitendra Gupta, Better Capital"
Big Bang Boom Solutions,Deep Tech,Series A,1050000.0,Chennai,2020,"Mumbai Angels, Defence Innovation Organisation"
GUVI,EdTech ,Series A,800000.0,Chennai,2020,"CBA Capital, Gray Matters Capital"
BluSmart,Electricity,Pre-series A,7000000.0,Gurgaon,2020,"Kalpavriksh, JITO Angel Network"
Cell Propulsion,Automotive ,Pre-series A,0.0,Bengaluru,2020,"growX ventures, Sangam Ventures"
MPL,Entertainment,Series B,50000000.0,Bengaluru,2020,"Sequoia Capital India, Times Internet"
Spoonshot,FMCG,Seed A,1000000.0,Bengaluru,2020,"SRI Capital, Techstars Farm to Fork Accelerator"
Pulse,FinTech,Pre-series A,750000.0,Mumbai,2020,Unknown
Groww,FinTech,Series C,30000000.0,Bengaluru,2020,"Y Combinator, Ribbit Capital"
i3 Systems,Insurance Tech,Pre-series A,1050000.0,Mumbai,2020,"Hatanaka Yosuke, Minomiya Takeo"
SOAL,EdTech,Series A-1,1000000.0,Mumbai,2020,"Krishnan Menon, Srinivas Kollipara"
OckyPocky,EdTech,Seed,400000.0,Gurgaon,2020,"SucSEED Venture Partners, ah Ventures"
Hippo Video,Video personalization,Series A,4000000.0,New York,2020,"Surge, Kae Capital"
Hasura,Software ,Series B,25000000.0,San Francisco,2020,"Nexus Venture Partners, Sam Lambert"
Qapita,FinTech,Seed,1080000.0,Singapore,2020,"Alto Partners, Mission Holdings"
Sunday,FinTech,Pre-Series B,9000000.0,Bangkok,2020,"SCB 10X, LINE Ventures"
Gamezop,Gaming,Series A,4300000.0,Gurgaon,2020,"Powerhouse ventures, Tracxn,"
Phool,Biomaterial ,Pre-series A,1400000.0,Kanpur,2020,Kaplan Foundation
Chiratae Ventures,Venture capital,Seed ,0.0,Bengaluru,2020,Unknown
MedLife,Health,Unknown,6800000.0,Bengaluru,2020,Ivy Icon
IDfy,IT,Series A,2110000.0,Mumbai,2020,"Millenna FVCI III, NB Ventures, Dream Incubator"
True Balance,Finance,Series C,23000000.0,Gurgaon,2020,Balancehero
Bira91,Craft Beer,Unknown,764000.0,New Delhi,2020,Anicut Capital
Max wholesale,E-commerce,Unknown,603000.0,New Delhi,2020,"Al Falaj Commercial Investment Co, Vistra ITCL India"
Craftsvilla,E-commerce,Unknown,409000.0,Mumbai,2020,Supera Investments
MechMocha,Entertainment,Series A,292000.0,Bengaluru,2020,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc"
Mindhouse,HealthTech,Unknown,286000.0,Gurgaon,2020,"GGV Capital, Sahi Barual"
DeepSync,AI ,Unknown,136000.0,Chandigarh,2020,"Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund"
Eruditus,Education,Unknown,850000000.0,Mumbai,2020,"Bertelsmann India Investments, Sequoia Capital India"
Gradeup,Education,Unknown,546000.0,Noida,2020,"Times Internet, TLabs"
Tracxn,Investment,Series B,887000.0,Bengaluru,2020,"Saif partners, Accel partners, Sequoia capital"
Purple Style Labs,Fashion,Unknown,43000.0,Mumbai,2020,"Jitendra Gupta, Astarc Ventures."
ProPhysio,Health,Unknown,40900.0,Bengaluru,2020,Nestavera Ventures.
Flickstree,Technology,Unknown,40900.0,Mumbai,2020,"MOX, Venture Catalysts"
Settl,TravelTech,Unknown,0.0,Gurgaon,2020,"Sojitz, SIG Global India Fund"
Fanspole,Entertainment,Pre-Seed,0.0,Thane,2020,"Mohan Verma, Better Capital"
Sarva,Healthcare,Unknown,0.0,Mumbai,2020,"Shikhar Dhawan, Mantra Capital"
Univ AI,EdTech,Unknown,0.0,Bengaluru,2020,Kiran Mazumdar Shaw.
PurohitJi,Linguistic Spiritual,Unknown,0.0,Bengaluru,2020,Bhadresh
CredoLab,Technology,Series A,7000000.0,Singapore,2020,"GB Group, Walden International"
Brick&Bolt,Construction,Series A,2200000.0,Bengaluru,2020,"Meghna Agarwal, Navin Dhanuka"
Grinntech,Battery manufacturer,Unknown,2000000.0,Chennai,2020,"V Sumantran, V Lakshmi Narayanan"
6Degree,Fashion,Unknown,340000.0,Mumbai,2020,"Keiretsu Forum, SucSEED Venture Partners"
Exprs,Nano Distribution Network,Unknown,5660000.0,Unknown,2020,"Sweta Rau, Sandeep Kapoor"
Bikayi,E-commerce,Seed,2000000.0,Hyderabad,2020,Mantis ventures
Virtual Forest,Technology,Unknown,0.0,Bengaluru,2020,Napino Auto and Electronics Ltd
The Health company,AI health,Unknown,350000.0,Gurgaon,2020,"VCATS, First Cheque, 9Unicorns, Marquee investors"
TrulyMadly Matchmakers,Dating app,Pre-series A,110000.0,Gurgaon,2020,"AngelList, Inflection Point Ventures, The Chennai Angels"
TrueFan,Media,Seed,4300000.0,Mumbai,2020,"Mayfield India, Saama Capital, Ronnie Screwvala"
Fanspole,Gaming,Pre-seed ,0.0,Mumbai,2020,Better Capital
Byju's,EdTech,Unknown,122000000.0,Bengaluru,2020,DST Global
Avail Finance,FinTech,Series B,11635000.0,Bengaluru,2020,"Alphawave, Matrix Partners"
The Money Club,AI,Unknown,0.0,New Delhi,2020,Venture Catalysts
Virohan,"Healthcare , EdTech","Seed, Series A",2800000.0,Gurgaon,2020,"Keiretsu Forum, Elea Foundation"
OneCode,Social Commerce,Seed,0.0,Gurgaon,2020,WaterBridge Ventures
Verloop,AI,Unknown,5000000.0,Unknown,2020,Alpha Wave incubation
Otipy,"AgriTech , Commerce",Pre-series A,1000000.0,Unknown,2020,Inflection Point Ventures
Evage,Mobility Tech,Unknown,0.0,Chandigarh,2020,Anand Shah
LEAD School,EdTech,Series C,28000000.0,Mumbai,2020,"WestBridge Capital, Elevar Equity"
Trell,Social e-commerce,Series A,11000000.0,Bengaluru,2020,"KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch"
Captain Fresh,"Food , Logistics",Pre-series A,2300000.0,Bengaluru,2020,Ankur Capital
Teachmint,EdTech,Unknown,0.0,Bengaluru,2020,Better Capital
Pixxel,SpaceTech,Seed,5000000.0,Bengaluru,2020,"Lightspeed India Partners, Blume Ventures, GrowX ventures"
Habbit Health,Nutrition Tech,Pre-seed,0.0,New Delhi,2020,"3one4 Capital, Angel list India"
SmarterBiz,Technology,Pre-series A,1065000.0,Bengaluru,2020,"StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh."
Able Jobs,HR,Unknown,2000000.0,Bengaluru,2020,"SAIF Partners, Y Combinator, Neeraj Arora, Titan Capital, First Cheque."
Vieroots,HealthTech,Unknown,0.0,Kochi,2020,Suniel Shetty
Stack Finance,FinTech,Seed,0.0,Bengaluru,2020,"SOSV, MOX (Mobile Only Accelerator)"
FPL Technologies,FinTech,Series A,10000000.0,Pune,2020,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures"
Masai School,EdTech,Series A,2500000.0,Bengaluru,2020,"Unitus Ventures, India Quotient, AngelList India"
Mitron,Media,Series A,5000000.0,Bengaluru,2020,Nexus Venture Partners
Daalchini,IoT,Pre-series A,669000.0,Unknown,2020,Artha Venture Fund
Suno India,Media,Angel,0.0,Unknown,2020,Shobu Yarlagadda
LendingKart,FinTech,Series D,16076000.0,Ahmedabad,2020,"Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient"
Text Mercato,Unknown,Series A,649600.0,Bengaluru,2020,1Crowd
Eden Smart Homes,IoT,Unknown,0.0,Unknown,2020,Inflection Point Ventures
GrayQuest,EdTech,Pre-series A,1000000.0,Mumbai,2020,Foundation Holdings
BigHaat,AgriTech,Pre-series A,2000000.0,Bengaluru,2020,"Ankur Capital, Beyond Next Ventures"
CityCash,FinTech,Seed,1000000.0,Mumbai,2020,Orios Venture Partners
HomeLane,Interior design,Series D,1000000.0,Chennai,2020,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
HungerBox,FoodTech,Series C,6700000.0,Bengaluru,2020,IIFL Income Opportunities Fund
DaveAI,AI,Unknown,0.0,Bengaluru,2020,Mumbai Angels Network
Eduvanz,FinTech,Series A,5000000.0,Mumbai,2020,Sequoia India
ZipLoan,FinTech,Unknown,2000000.0,New Delhi,2020,Stride Ventures
DocSumo,AI,Seed,220000.0,Mumbai,2020,"Better Capital, TechStars, Barclays."
CUSMAT,"AR , VR",Unknown,0.0,Warangal,2020,"Venture Catalysts,  Raveen Sastry"
Chingari,Media,Seed,1300000.0,Bengaluru,2020,"AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati"
Bolo Indya,Media,Pre-series A1,300000.0,Gurgaon,2020,"Eagle10 Ventures, India Accelerator, HNIs"
Data Sutram,AI,Unknown,266500.0,Kolkata,2020,"Uday Sodhi, Mitesh Shah, Nitin Jain"
Wobot Intelligence,AI,Pre-series A,2500000.0,New Delhi,2020,Sequoia Capital India
DrinkPrime,Appliance,Pre-series A,2879000.0,Bengaluru,2020,Sequoia Surge
Infeedo,HR Tech,Unknown,700000.0,Gurgaon,2020,Y Combinator
Probus Smart Things,IoT,Seed,0.0,New Delhi,2020,Unicorn India Ventures
CrowdPouch,Technology,Angel,0.0,Bengaluru,2020,Elina Investments
Rebel Foods,FoodTech,Series E2,26500000.0,Mumbai,2020,Coatue Management
Hevo,Technology,Series A,8000000.0,Bengaluru,2020,"Qualgro, Lachy Groom"
BigSpoon Foods,FoodTech,Pre-series A,2000000.0,Ahmedabad,2020,"Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah"
Chingari,Media,Seed ,1000000.0,Bengaluru,2020,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global."
ShareChat,Media,Unknown,351000.0,Bengaluru,2020,"All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda"
DatStop,Hospitality,Unknown,0.0,New Delhi,2020,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak."
IPHM Services,Mental Health,Seed ,0.0,Mumbai,2020,Indian Angel Fund
Wellcure,HealthTech,Unknown,200000.0,Gurgaon,2020,Inflection Point Ventures
VilCart,E-commerce,Bridge ,0.0,Bengaluru,2020,"N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash"
Firescore,Gaming,Unknown,500000.0,Mumbai,2020,Crazy Labs
BulBul,Social e-commerce,Unknown,8700000.0,Gurgaon,2020,Info Edge
Toppr,EdTech,Series D,46761000.0,Mumbai,2020,Foundation Holdings
Pickright Technologies,FinTech,Seed ,175000.0,Bengaluru,2020,"Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu"
Muse Wearables,Technology,Unknown,3000000.0,Chennai,2020,Dr. Bhaskar Rao Bollineni
SATYA Microcapital,FinTech,Unknown,9.6,New Delhi,2020,BlueOrchard Finance Limited
WYN Studio,Media,Seed ,0.0,Gurgaon,2020,India Angel Fund
Fourth Partner Energy,Solar Solution,Unknown,15000000.0,Bengaluru,2020,ResponsAbility Investments AG
Entri,EdTech,Pre-series A,1700000.0,Kochi,2020,Good Capital
Snack Amor,FoodTech,Unknown,0.0,Mumbai,2020,Dr Srinivas Chunduru
MPowered,SaaS,Pre-series A,21000000.0,Gurgaon,2020,"Ashok Nichani, Shelly Nichani"
Leap Club,Social e-commerce,Unknown,0.0,Gurgaon,2020,Titan Capital
Ather Energy,Automobile,Series C,11241000.0,Bengaluru,2020,Hero MotoCorp
